Name,State/Territory,Category,Type,Created,Updated
Sales Tax Credit for Clean Energy Technology,TN,Financial Incentive,Sales Tax Incentive,2011-07-18,2024-05-22
Green Energy Property Tax Assessment,TN,Financial Incentive,Property Tax Incentive,2012-07-06,2024-05-22
TVA - Residential Energy Efficiency Rebate Program,TN,Financial Incentive,Rebate Program,2015-03-05,2023-10-16
TVA - Commercial Energy Efficiency Rebate Program,TN,Financial Incentive,Rebate Program,2020-06-02,2023-10-16
Tennessee C-PACER Financing,TN,Financial Incentive,PACE Financing,2024-01-05,2024-01-10
Interconnection Procedures,TN,Regulatory Policy,Interconnection,2024-06-10,2024-06-10
Tennessee - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,TN,Financial Incentive,Grant Program,2024-06-12,2024-06-12
City of Memphis - PILOT Program,TN,Financial Incentive,Property Tax Incentive,2024-07-23,2024-07-23
Fuel Mix and Emissions Disclosure,TX,Regulatory Policy,Generation Disclosure,2001-01-08,2023-08-09
Solar and Wind Energy Business Franchise Tax Exemption,TX,Financial Incentive,Industry Recruitment/Support,2000-01-01,2021-07-16
Renewable Energy Systems Property Tax Exemption,TX,Financial Incentive,Property Tax Incentive,2000-01-01,2023-03-24
Mandatory Renewable Energy Educational Materials,TX,Regulatory Policy,Line Extension Analysis,2000-01-01,2020-10-16
Interconnection Standards,TX,Regulatory Policy,Interconnection,2002-07-16,2024-06-04
City of Austin - Renewables Portfolio Standard,TX,Regulatory Policy,Renewables Portfolio Standard,2003-06-09,2024-05-29
Austin Energy - Residential Solar PV Rebate Program,TX,Financial Incentive,Rebate Program,2004-06-01,2023-03-24
LoanSTAR Revolving Loan Program,TX,Financial Incentive,Loan Program,2005-06-15,2024-10-14
Texas Gas Service - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-05-29,2024-05-06
Texas Gas Service - Commercial Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-05-29,2023-08-11
Texas-New Mexico Power Company - Residential and Hard-to-Reach Standard Offer Programs,TX,Financial Incentive,Rebate Program,2006-05-29,2024-03-27
Texas-New Mexico Power Company - SCORE/CitySmart & Commercial Solutions Market Transformation Programs,TX,Financial Incentive,Rebate Program,2006-05-29,2024-03-27
Xcel Energy - Commercial and Industrial Standard Offer Program,TX,Financial Incentive,Rebate Program,2006-06-12,2023-08-11
Xcel Energy - Residential and Hard-to-Reach Standard Offer Program,TX,Financial Incentive,Rebate Program,2006-06-12,2023-07-21
Building Energy Code,TX,Regulatory Policy,Building Energy Code,2006-07-31,2023-06-18
Austin Energy - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-22,2024-05-21
Austin Energy - Residential Energy Efficiency Loan Program,TX,Financial Incentive,Loan Program,2006-08-22,2024-05-06
Austin Energy - Commercial Energy Management Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-22,2024-05-21
Austin Energy - Small Business Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-23,2024-05-22
Austin Energy - Multi-Family Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-23,2024-05-21
Austin Energy - Weatherization Assistance Program,TX,Financial Incentive,Rebate Program,2006-08-23,2024-05-06
College Station Utilities - Residential Energy Efficiency Rebate Programs,TX,Financial Incentive,Rebate Program,2006-08-24,2024-05-06
CPS Energy (Electric) - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-25,2023-07-21
Denton Municipal Electric - Residential GreenSense Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-25,2023-12-18
United Cooperative Services - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-29,2024-05-06
Farmers Electric Cooperative - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2006-08-30,2023-08-11
Energy Efficiency Goals and Requirements for Public Entities,TX,Regulatory Policy,Energy Standards for Public Buildings,2006-09-27,2024-05-15
City of Austin - Green Building Policy for Municipal Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2007-03-26,2024-06-14
San Antonio City Public Service (CPS Energy) - Renewable Portfolio Goal,TX,Regulatory Policy,Renewables Portfolio Standard,2007-04-02,2023-12-05
Bryan Texas Utilities - SmartBUSINESS Commercial Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2007-07-16,2023-08-11
CenterPoint Energy - Commercial and Industrial Energy Efficiency Programs,TX,Financial Incentive,Rebate Program,2007-07-31,2023-07-19
CenterPoint Energy - Residential and Hard-to-Reach Energy Efficiency Program,TX,Financial Incentive,Rebate Program,2007-07-31,2024-05-10
Entergy Texas - Commercial Solutions Programs,TX,Financial Incentive,Rebate Program,2007-08-01,2023-08-11
City of Frisco - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2007-10-03,2020-06-04
City of Dallas - Green Building Policy for Municipal Buildings (Energy Efficiency Requirements),TX,Regulatory Policy,Energy Standards for Public Buildings,2007-10-05,2024-06-27
City of Austin - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2007-10-11,2024-07-15
City of Austin - Green Power Purchasing,TX,Regulatory Policy,Green Power Purchasing,2007-10-24,2021-08-27
ENERGY STAR Sales Tax Holiday for Energy-Efficient Products,TX,Financial Incentive,Sales Tax Incentive,2007-10-26,2023-03-30
CPS Energy - Solar PV Rebate Program,TX,Financial Incentive,Rebate Program,2007-11-12,2023-03-24
CPS Energy - Solar Hot Water Rebate Program,TX,Financial Incentive,Rebate Program,2007-11-13,2022-06-15
City of Dallas - Green Energy Purchasing,TX,Regulatory Policy,Green Power Purchasing,2008-03-13,2021-08-27
City of Houston - Green Power Purchasing,TX,Regulatory Policy,Green Power Purchasing,2008-03-13,2021-08-27
City of Houston - Green Building Policy for Municipal Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2008-03-14,2024-07-08
Austin Energy - Commercial New Construction Efficiency Rebates,TX,Financial Incentive,Rebate Program,2008-04-24,2024-05-21
City of Plano - Green Building Policy for Municipal Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2008-07-15,2024-06-14
Oncor Electric Delivery - Commercial Standard Offer Rebate Program,TX,Financial Incentive,Rebate Program,2008-09-23,2024-05-21
Oncor Electric Delivery - Residential Solar Program,TX,Financial Incentive,Rebate Program,2008-12-09,2023-03-24
Garland Power & Light - EnergySaver Energy Efficiency Rebate Programs,TX,Financial Incentive,Rebate Program,2009-02-24,2024-11-15
Guadalupe Valley Electric Cooperative - Residential Energy Efficiency Rebate Programs,TX,Financial Incentive,Rebate Program,2009-03-31,2024-05-06
Denton Municipal Electric - GreenSense Commercial Standard Offer Rebate Program,TX,Financial Incentive,Rebate Program,2009-06-10,2023-08-11
PACE Financing (Local Option - Contractual Assessments for Energy Efficient Improvements),TX,Financial Incentive,PACE Financing,2009-07-15,2023-12-27
New Braunfels Utilities - Energy Efficiency and Water Conservation Rebate Programs,TX,Financial Incentive,Rebate Program,2009-08-25,2023-08-11
AEP Texas Central Company - SMART Source Solar PV Rebate Program,TX,Financial Incentive,Rebate Program,2009-09-15,2023-03-24
AEP Texas North Company - SMART Source Solar PV Rebate Program,TX,Financial Incentive,Rebate Program,2009-09-16,2023-03-24
City of Sunset Valley - PV Rebate Program,TX,Financial Incentive,Rebate Program,2009-10-09,2023-06-21
"AEP (Central, SWEPCO and North) - Commercial Solutions Program",TX,Financial Incentive,Rebate Program,2009-12-14,2023-08-11
CenterPoint Energy - SCORE and CitySmart Program,TX,Financial Incentive,Rebate Program,2009-12-14,2023-08-11
El Paso Electric Company - Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2009-12-15,2024-05-06
El Paso Electric Company - Small Business and Large Commercial Programs,TX,Financial Incentive,Rebate Program,2009-12-15,2024-05-06
Austin Energy - Commercial Solar PV Incentive Program,TX,Financial Incentive,Performance-Based Incentive,2010-02-12,2022-07-01
Green Mountain Energy Renewable Rewards Program,TX,Regulatory Policy,Net Metering,2010-05-27,2023-03-23
City of Brenham - Net Metering,TX,Regulatory Policy,Net Metering,2011-01-31,2023-02-17
"El Paso Electric Company - SCORE Program for Counties, Municipalities, and Schools",TX,Financial Incentive,Rebate Program,2009-12-14,2024-05-06
AEP (Central and SWEPCO) - Coolsaver A/C Tune Up or Replacement,TX,Financial Incentive,Rebate Program,2009-12-14,2023-08-11
Required Energy Efficiency Goals,TX,Regulatory Policy,Energy Efficiency Resource Standard,2011-02-09,2024-10-16
City of Houston - Property Tax Abatement for Green Commercial Buildings,TX,Financial Incentive,Property Tax Incentive,2011-03-30,2023-02-28
City of San Antonio - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2011-04-12,2020-06-04
City of San Antonio - Green Building Policy for Municipal Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2011-04-12,2024-06-17
CPS Energy - New Residential Construction Incentives,TX,Financial Incentive,Rebate Program,2011-04-22,2023-08-11
City of Dallas - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2011-04-25,2024-07-11
City of Austin - Zoning Code,TX,Regulatory Policy,Solar/Wind Access Policy,2011-06-10,2023-10-25
Texas Solar Rights,TX,Regulatory Policy,Solar/Wind Access Policy,2011-06-24,2023-11-03
Harris County - Property Tax Abatement for Green Commercial Buildings,TX,Financial Incentive,Property Tax Incentive,2011-07-14,2023-12-06
Harris County - Green Building Policy for County Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2011-07-14,2024-05-15
City of Friendswood - Property Tax Abatement for Green Commercial Buildings,TX,Financial Incentive,Property Tax Incentive,2011-09-15,2020-07-08
City of San Marcos - Distributed Generation Rebate Program,TX,Financial Incentive,Rebate Program,2012-02-23,2023-03-30
City of San Marcos - Energy Efficient Home Rebate Program,TX,Financial Incentive,Rebate Program,2012-02-23,2023-03-30
AEP (SWEPCO) - Residential Energy Efficiency Programs,TX,Financial Incentive,Rebate Program,2010-09-29,2023-07-21
"AEP (Central, SWEPCO and North) - SCORE Program for Schools",TX,Financial Incentive,Rebate Program,2009-12-14,2023-08-11
AEP (Central) - CitySmart Program,TX,Financial Incentive,Rebate Program,2009-12-14,2023-08-11
City of Plano - Smart Energy Loan Program,TX,Financial Incentive,Loan Program,2012-07-12,2021-05-07
Brownsville Public Utilities Board - Residential/Small Commercial Rebate Program,TX,Financial Incentive,Rebate Program,2012-08-02,2023-08-11
TXU - Commercial Energy Efficiency Program,TX,Financial Incentive,Rebate Program,2012-12-13,2023-05-09
Bryan Texas Utilities - SmartHOME Residential Energy Efficiency Rebate Program,TX,Financial Incentive,Rebate Program,2013-05-07,2023-08-11
El Paso Electric Company - Net Metering,TX,Regulatory Policy,Net Metering,2014-09-12,2023-03-09
San Antonio City Public Service (CPS Energy) - Net Metering,TX,Regulatory Policy,Net Metering,2014-09-15,2023-02-17
City of Denton - Green Power Purchasing,TX,Regulatory Policy,Green Power Purchasing,2014-10-15,2021-08-27
City of Fort Worth - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2014-11-07,2024-07-16
City of Forth Worth - Green Building Policy for Municipal Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2014-11-07,2024-06-20
City of Houston - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2014-11-07,2020-06-06
City of El Paso - Green Building Policy for Municipal Buildings,TX,Regulatory Policy,Energy Standards for Public Buildings,2014-11-10,2024-06-14
City of El Paso - Residential and Commercial Green Building Requirements,TX,Regulatory Policy,Building Energy Code,2014-11-10,2020-06-04
Austin Energy - Value of Solar Rate,TX,Regulatory Policy,Value of Solar Tariff,2015-02-05,2023-06-02
CenterPoint Energy Advanced Residential Lighting Program,TX,Financial Incentive,Rebate Program,2015-04-28,2023-07-21
CenterPoint Energy A/C Distributor Program,TX,Financial Incentive,Rebate Program,2015-04-28,2023-07-21
Garland Power & Light - EnergySaver Solar Rebate Program,TX,Financial Incentive,Rebate Program,2016-02-08,2023-08-11
City of San Antonio - Sec. 35-398. - Renewable Energy Systems,TX,Regulatory Policy,Solar/Wind Permitting Standards,2016-08-30,2023-08-17
City of San Antonio - Energy Conservation Code,TX,Regulatory Policy,Building Energy Code,2016-11-17,2024-07-11
City of San Marcos - Commercial Lighting Retrofit Program,TX,Financial Incentive,Rebate Program,2018-07-26,2023-03-30
Austin Energy - Multifamily Solar PV Rebate Program,TX,Financial Incentive,Rebate Program,2019-06-05,2023-03-24
Austin Energy - Commercial Solar PV Rebate Program,TX,Financial Incentive,Rebate Program,2019-06-05,2023-03-24
Texas Clean Fleet Program,TX,Financial Incentive,Grant Program,2021-06-19,2021-08-11
Texas Clean School Bus Program,TX,Financial Incentive,Grant Program,2021-06-19,2021-08-11
Emission Reduction Incentive Grants Program,TX,Financial Incentive,Grant Program,2021-06-19,2021-08-11
Light-Duty Motor Vehicle Purchase or Lease Incentive Program,TX,Financial Incentive,Rebate Program,2021-06-19,2023-12-06
Governmental Alternative Fuel Fleet Grant Program,TX,Financial Incentive,Grant Program,2021-06-19,2021-08-11
Austin Energy - EV Charging Station Rebate Program,TX,Financial Incentive,Rebate Program,2021-08-23,2023-07-06
Austin Energy - Multifamily EV Charging Station Rebate Program,TX,Financial Incentive,Rebate Program,2021-08-23,2023-07-06
Austin Energy - Workplace EV Charging Station Rebate Program,TX,Financial Incentive,Rebate Program,2021-08-23,2023-07-06
Entergy Texas - EV Charging Station Rebate Program,TX,Financial Incentive,Rebate Program,2021-08-23,2023-07-06
SWEPCO - EV Residential Charging Station Rebate Program,TX,Financial Incentive,Rebate Program,2021-08-23,2023-07-07
United Cooperative Services - EV Charging Station Rebate Program,TX,Financial Incentive,Rebate Program,2021-08-23,2023-07-07
Pedernales Electric Cooperative Community Grants,TX,Financial Incentive,Grant Program,2022-09-02,2024-04-25
Oncor Electric Delivery - Commercial Solar Program,TX,Financial Incentive,Rebate Program,2022-11-09,2024-04-08
Texas-New Mexico Power Company – Online Marketplace,TX,Financial Incentive,Rebate Program,2024-03-27,2024-03-27
City of San Antonio - Under 1 Roof,TX,Financial Incentive,Grant Program,2024-07-11,2024-07-11
Business Energy Investment Tax Credit (ITC),US,Financial Incentive,Corporate Tax Credit,2002-03-15,2024-10-08
Residential Energy Conservation Subsidy Exclusion (Personal),US,Financial Incentive,Personal Tax Exemption,2002-03-05,2022-07-20
Modified Accelerated Cost-Recovery System (MACRS),US,Financial Incentive,Corporate Depreciation,2002-03-15,2024-07-22
Residential Energy Conservation Subsidy Exclusion (Corporate),US,Financial Incentive,Corporate Tax Exemption,2002-03-05,2023-05-19
Renewable Electricity Production Tax Credit (PTC),US,Financial Incentive,Corporate Tax Credit,2002-03-11,2024-08-13
Energy-Efficient Mortgages,US,Financial Incentive,Loan Program,2002-03-21,2020-08-05
USDA - Rural Energy for America Program (REAP) Grants,US,Financial Incentive,Grant Program,2003-04-09,2024-08-28
Office of Indian Energy Policy and Programs - Funding Opportunities,US,Financial Incentive,Grant Program,2003-05-01,2020-02-26
Green Power Purchasing Goal for Federal Government,US,Regulatory Policy,Green Power Purchasing,2004-02-19,2021-08-27
Residential Renewable Energy Tax Credit,US,Financial Incentive,Personal Tax Credit,2005-08-10,2022-08-16
